,Comment,Class,preprocessing_result
1102,The new Makeup Transformation with Integrated Look-A-Like Feature now  available in Ver 1.13! Do you know who you look like? Install or update  your version of Makeup Transformation  https://play.google.com/store/apps/details?id=com.yourelink.makeuptransformation  or visit Google Play.﻿,1,new makeup transformation integrated lookalike feature available ver know look like install update version makeup transformation visit google play﻿
1103,Check out this video on YouTube:﻿,1,check video youtube﻿
1104,shakira is best for worldcup﻿,0,shakira best worldcup﻿
1105,Never gets old best song ever  ❤﻿,0,never get old best song ever ❤﻿
1106,"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.﻿",0,hey think know dealing theory couldve gotten billion hit mabey made korea realy popular stuck watching billion people access internet including youtube number rising half populatoin connected hacker korea may loved much rised billion hit make popular song featured dance game multiple mp seen concert even new year eve event seeing mabey adding hit video complaining much heck b hits﻿
1107,I really like this song.﻿,0,really like song﻿
1108,"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",0,video end ft boa constrictor squeeze death﻿
1109,"I can't comprehend why this video has nearly 700,000,000 views. Some people  found 'Gangnam Style' funny so that explains its high view count but this  is just an awful pop song. I really have no clue on this one.﻿",0,cant comprehend video nearly view people found gangnam style funny explains high view count awful pop song really clue one﻿
1110,PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,1,plea subscribeeeeeeeeee channnnnnelll plzz﻿
1111,Party Rock<br />﻿,0,party rockbr ﻿
1112,Nice﻿,0,nice﻿
1113,HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me)﻿,1,happy birthday katy that´s me﻿
1114,OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,0,omg listen soo good d﻿
1115,"Damn, this was everywhere﻿",0,damn everywhere﻿
1116,most viewed video in the world﻿,0,viewed video world﻿
1117,"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.﻿",1,im rappersongwriter check video pleasealso subscribe thanks tell think﻿
1118,eminem is a ginius stop!﻿,0,eminem ginius stop﻿
1119,Party rock! XD﻿,0,party rock xd﻿
1120,Check out this video on YouTube:﻿,1,check video youtube﻿
1121,Nice song .See my new track.﻿,1,nice song see new track﻿
1122,5 years ago damn ﻿,0,year ago damn ﻿
1123,Check out this video on YouTube:﻿,1,check video youtube﻿
1124,so cute that monkey *-*! ﻿,0,cute monkey ﻿
1125,I like the Mmph version better﻿,0,like mmph version better﻿
1126,like the songs﻿,0,like songs﻿
1127,The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,1,treu detective alternate ending
1128,I love you﻿,0,love you﻿
1129,"At 500 subscribers i&#39;m sky diving help me reach my goal &lt;3<br />Trust me, i&#39;m a doctor.  :)﻿",1,subscriber im sky diving help reach goal ltbr trust im doctor ﻿
1130,I remember back when this was so popular everyone on our school was shuffling it was crazy﻿,0,remember back popular everyone school shuffling crazy﻿
1131,Subscribe to my channel !﻿,1,subscribe channel ﻿
1132,Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿,1,subscribe channel recording fifa goal watch d﻿
1133,"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>﻿",1,new way make money easily spending minute daily gt href
1134,If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.﻿,0,pause last millisecond see chick laugh take tries﻿
1135,"She named the tiger Kitty Purry  No, seriously, she did, check the video ﻿",0,named tiger kitty purry seriously check video ﻿
1136,Made in china....﻿,0,made china﻿
1137,Suscribe My Channel Please XD lol﻿,1,suscribe channel please xd lol﻿
1138,Like﻿,0,like﻿
1139,I like shakira..﻿,0,like shakira﻿
1140,best song in world﻿,0,best song world﻿
1141,Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message﻿,1,also luckymusiqlive probably could help u make big think u talent look name internet hit u get message﻿
1142,Please help me go here http://www.gofundme.com/littlebrother﻿,1,please help go
1143,Check out this playlist on YouTube:<br /><br />﻿,1,check playlist youtubebr br ﻿
1144,Suscribe my channel please﻿,1,suscribe channel please﻿
1145,I love﻿,0,love﻿
1146,im still watching in 2015﻿,0,im still watching ﻿
1147,"Hahah, juyk! I allways laugh at the part 1:57.. LOL!﻿",0,hahah juyk allways laugh part lol﻿
1148,Is that Charlie from lost?﻿,0,charlie lost﻿
1149,"She kinda let herself go, huh?﻿",0,kinda let go huh﻿
1150,Incmedia.org where the truth meets you.﻿,1,incmediaorg truth meet you﻿
1151,this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿,1,song addicting hook dope catchy love video im getting popular fast rap real thumb piss next water toilet quiet﻿
1152,Check out this video on YouTube:﻿,1,check video youtube﻿
1153,FOLLOW MY COMPANY ON TWITTER  thanks.  https://twitter.com/TheWaxedHatCo﻿,1,follow company twitter thanks
1154,Subscribe if you are watching in 2015﻿,1,subscribe watching ﻿
1155,subscribe to my chanell﻿,1,subscribe chanell﻿
1156,2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,0,billion view piece shit r e u k n g e ﻿
1157,i am from Brazil please subscribe my channel love you all﻿,1,brazil please subscribe channel love all﻿
1158,Check out this video on YouTube:﻿,1,check video youtube﻿
1159,SUBSCRIBE MY CHANNEL PLEASE LOL PRO PLAYS)﻿,1,subscribe channel please lol pro plays﻿
1160,I hate videos like these with those poor animals.﻿,0,hate video like poor animals﻿
1161,Hey subscribe to me﻿,1,hey subscribe me﻿
1162,"Came here to check the views, goodbye.﻿",0,came check view goodbye﻿
1163,is that megan fox x:D?﻿,0,megan fox xd﻿
1164,Check out this video on YouTube:﻿,1,check video youtube﻿
1165,"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!﻿",1,hey everyone new channel post video book review music flute please subscribe would enjoy thanks﻿
1166,http://shhort.com/a?r=G8iX5cTKd﻿,1,
1167,1 millioon dislikesssssssssssssssssssssssssssssssss.............﻿,0,millioon dislikesssssssssssssssssssssssssssssssss﻿
1168,Pleas subscribe my channel﻿,1,plea subscribe channel﻿
1169,In my opinion I think you look better with black hair then blond hair : )﻿,0,opinion think look better black hair blond hair ﻿
1170,My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,1,uncle said stop smoking comment get like please like comment thanks﻿
1171,i love her﻿,0,love her﻿
1172,The Perry you're doing a good job good job I love all of their videos and  by the way can you please describe to my channel please please please  please I'm trying to get as many comments to Skyburst lights is a cancer  and get famous please﻿,1,perry youre good job good job love video way please describe channel please please please please im trying get many comment skyburst light cancer get famous please﻿
1173,This song is so beauty,0,song beauty
1174,"Check out my dance videos!! You won&#39;t be disappointed!! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23KingLoTheDancer"">#KingLoTheDancer</a>﻿",1,check dance video wont disappointed relnofollow classothashtag href
1175,:)﻿,0,﻿
1176,"Like Gorlin-Goltz Syndrome Support Community, you are not alone. https://www.facebook.com/GorlinGoltzSupport﻿",1,like gorlingoltz syndrome support community alone
1177,Wow she is sexy XD﻿,0,wow sexy xd﻿
1178,I'm only checking the views﻿,0,im checking views﻿
1179,"blue eyes, can't be trusted.  uranus bless america.﻿",0,blue eye cant trusted uranus bless america﻿
1180,Check out this video on YouTube:﻿,1,check video youtube﻿
1181,Check out this video on YouTube:﻿,1,check video youtube﻿
1182,Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿,1,katycat
1183,"Love these guys, love the song!﻿",0,love guy love song﻿
1184,I know it old song but (like) if you watching in 2015﻿,0,know old song like watching ﻿
1185,Check out this video on YouTube: I ﻿,1,check video youtube ﻿
1186,This is the best of the best video in world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0,best best video world﻿
1187,http://shhort.com/a?r=Jt2ufxHxc﻿,1,
1188,Fantastic!﻿,0,fantastic﻿
1189,Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,0,awesome video one favorite songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿
1190,http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,1,download make money today ﻿
1191,Love you shkira﻿,0,love shkira﻿
1192,subscribe to me :) ﻿,1,subscribe ﻿
1193,this very good so I dance with some companions front of the whole school﻿,0,good dance companion front whole school﻿
1194,You best singer﻿,0,best singer﻿
1195,We can have a party next share﻿,1,party next share﻿
1196,"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",1,project effect music foto web site another find buy
1197,Check out this video on YouTube:﻿,1,check video youtube﻿
1198,Love Song﻿,0,love song﻿
1199,Awesome﻿,0,awesome﻿
1200,Best World Cup Song﻿,0,best world cup song﻿
1201,Subscribe to me i subscribe back!!!! Plus i have a nice ass lol﻿,1,subscribe subscribe back plus nice as lol﻿
1202,subscribe to me and I wil subscribe to you back﻿,1,subscribe wil subscribe back﻿
1203,i like it :)﻿,0,like ﻿
1204," Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿",1,hey everyone started first yt channel would grateful people could check first clip bf give advice video could improve also sure go check see im thanks time hater hate win﻿
1205,The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.﻿,0,little psy suffering brain tumor month live please pray best lucks﻿
1206,I love it﻿,0,love it﻿
1207,The best FIFA world cup song for sure.﻿,0,best fifa world cup song sure﻿
1208,I love shakira<br />❤❤❤❤﻿,0,love shakirabr ❤❤❤❤﻿
1209,Thanks to this video we know that Nokia phones can survive a plane crash.﻿,0,thanks video know nokia phone survive plane crash﻿
1210,goot﻿,0,goot﻿
1211,Laughing My Fucking Ass Off!!!﻿,0,laughing fucking as off﻿
1212,More... http://www.sunfrogshirts.com/Sunglass-World.html?24398﻿,1,
1213,"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0,good song like video clip bout girl airplane crashed land far far away found way survive love pet tiget kitty purpy lol d﻿
1214,How could 108k people dislike this song or video﻿,0,could k people dislike song video﻿
1215,(( rapid facebook )) the free version of all colors and is characterized by  fast and beauty download now https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,1,rapid facebook free version color characterized fast beauty download
1216,"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/﻿",1,competition meet idol would mean much guy like pic ig
1217,"Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post﻿",1,hey guy please check new google page many funny picture funnytortspics
1218,Love the way you lie - Driveshaft﻿,0,love way lie driveshaft﻿
1219,"Awesome song!,congratulations!!!﻿",0,awesome songcongratulations﻿
1220,#2015 FUCK YEAH﻿,0,fuck yeah﻿
1221,Check out this video on YouTube:﻿,1,check video youtube﻿
